                           1                                        2                                        3                                        4                                        5                            6                            7 
              version_number                                 compiler                                    build                         MESA_SDK_version                                     date                    burn_min1                    burn_min2 
                       11701                               "gfortran"                                  "9.2.0"                    "x86_64-macos-20.9.1"                               "20201016"      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142                                      143                                      144                                      145                                      146                                      147                                      148                                      149                                      150                                      151                                      152                                      153                                      154                                      155                                      156                                      157                                      158                                      159                                      160                                      161                                      162                                      163                                      164                                      165                                      166                                      167                                      168                                      169                                      170                                      171                                      172                                      173                                      174                                      175                                      176                                      177                                      178                                      179                                      180                                      181                                      182                                      183                                      184                                      185                                      186                                      187                                      188                                      189                                      190                                      191                                      192                                      193                                      194                                      195                                      196                                      197                                      198                                      199                                      200 
                            model_number                                 star_age                                star_mass                             log_abs_mdot                                   log_dt                                num_zones                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                           conv_mx1_top_r                           conv_mx1_bot_r                           conv_mx2_top_r                           conv_mx2_bot_r                                mx1_top_r                                mx1_bot_r                                mx2_top_r                                mx2_bot_r                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                               tau100_lgT                                   log_LH                                  log_LHe                                    log_L                                 log_Teff                                    log_R                                    log_g                             log_center_T                           log_center_Rho                             log_center_P                                center_ye                           center_entropy                              surface_he4                              surface_c12                              surface_n14                                center_h1                               center_he4                               center_c12                               center_n14                                       pp                                      cno                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                          mix_relr_type_1                           mix_relr_top_1                          mix_relr_type_2                           mix_relr_top_2                          mix_relr_type_3                           mix_relr_top_3                          mix_relr_type_4                           mix_relr_top_4                          mix_relr_type_5                           mix_relr_top_5                          mix_relr_type_6                           mix_relr_top_6                          mix_relr_type_7                           mix_relr_top_7                          mix_relr_type_8                           mix_relr_top_8                          mix_relr_type_9                           mix_relr_top_9                         mix_relr_type_10                          mix_relr_top_10                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                              num_retries                              num_backups            subsurface_convective_regions                                 rho_surf                                v_HI_surf                                b_HI_surf                            b_HI_surf_max                                b_HI_aver                                 b_HI_max                               HI_hp_aver                         mach_HI_aver_ahp                              turnover_HI                               v_HeI_surf                               b_HeI_surf                           b_HeI_surf_max                               b_HeI_aver                                b_HeI_max                              HeI_hp_aver                        mach_HeI_aver_ahp                             turnover_HeI                              v_HeII_surf                              b_HeII_surf                          b_HeII_surf_max                              b_HeII_aver                               b_HeII_max                             HeII_hp_aver                       mach_HeII_aver_ahp                            turnover_HeII                              v_FeCZ_surf                              b_FeCZ_surf                          b_FeCZ_surf_max                              b_FeCZ_aver                               b_FeCZ_max                             FeCZ_hp_aver                       mach_FeCZ_aver_ahp                            turnover_FeCZ                                 HI_r_top                              HI_r_bottom                                HeI_r_top                             HeI_r_bottom                               HeII_r_top                            HeII_r_bottom                               FeCZ_r_top                            FeCZ_r_bottom                                  HI_mass                                 HeI_mass                                HeII_mass                                FeCZ_mass                                HI_Fc_max                               HeI_Fc_max                              HeII_Fc_max                              FeCZ_Fc_max                                   r_hp_1                                   r_hp_2                                   r_hp_3                                   r_hp_4                                   r_hp_5                                   r_hp_6                                   r_hp_7                                   r_hp_8                                  r_hp_10                                  r_hp_15                                  r_hp_20                                  r_hp_30                                  r_hp_50                                 r_hp_100                                HI_b_p_eq                               HI_b_p_max                               HeI_b_p_eq                              HeI_b_p_max                              HeII_b_p_eq                             HeII_b_p_max                              FeCZ_b_p_eq                             FeCZ_b_p_max                               v_max_core                              v_aver_core                                b_eq_core                               b_max_core                            rho_aver_core                             hp_aver_core                              hp_core_top                            turnover_core                                   m_core                                   r_core                          v_aver_ahp_core                         mach_top_cz_core                       mach_aver_ahp_core                        rho_aver_ahp_core 
                                       1                  9.8821176880261898E+000                  4.0000000000000000E+001                 -9.8999999999999986E+001                  9.9485002168009418E-001                                     1210                  6.2039083889496127E-001                  7.8131778203311138E-008                  9.9999999825223462E-001                  9.9999997775638583E-001                  1.0000000000000000E+000                  7.8131778203311138E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0689380539241191E+000                  1.1581981722552755E-002                  8.5374838790148200E+000                  8.3705414121833766E+000                  8.6114615710238969E+000                  1.1581981722552755E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9999999982115476E+001                  8.5690699784736619E+000                  3.9999999824746688E+001                  8.5074360466668164E+000                  5.1110809109001778E+000                  5.5400292059322203E+000                 -2.5896556620149489E+001                  5.3674400920515835E+000                  4.6359510073032517E+000                  9.3507686787191502E-001                  4.1697956089972568E+000                  7.5947386312623317E+000                  4.5233861012308912E-001                  1.6322650122932338E+001                  8.4957353631298471E-001                  2.6073982497314006E+001                  2.7997020236474890E-001                  3.4416106108119981E-003                  1.0081585468366050E-003                  6.9914663704095537E-001                  2.8031765384174506E-001                  1.8577299834325429E-004                  4.8642964401229552E-003                  3.4242250421402396E+000                  5.5366899577224196E+000                                        1                  6.2110915719234716E-001                                        8                  9.9999997775638583E-001                                        1                  9.9999999826281705E-001                                        8                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  3.5665126674728270E-001                                        8                  9.7182379083497317E-001                                        1                  9.9142911377269727E-001                                        8                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        6                  5.7110513282403040E-002                                        5                  2.0698491199519148E-001                                        4                  3.5739228488867375E-001                                        3                  4.8752561230782104E-001                                        2                  5.9531080725264973E-001                                        1                  6.2166349380273955E-001                                        2                  7.0105078186570868E-001                                        1                  7.7001056867046735E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                        0                                        0                  1.0000000000000000E+000                  7.1560177822127430E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4992183719020351E+004                  6.3219391701648334E+001                  4.6820893827697702E+001                  6.9295208360520178E+002                  5.1320702494698503E+002                  6.1027023565339699E+009                  8.3848262229340720E-003                  9.1392604484847907E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9419180301167346E+011                  5.8257294120513867E+011                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6876960910806398E+027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8079352688357213E-003                  5.9815731892609338E+011                  5.9684646125081348E+011                  5.9529463607739404E+011                  5.9335867149812268E+011                  5.9057868414573682E+011                  5.8394780147321008E+011                  5.7516712827580383E+011                  5.6815611942756030E+011                  5.5566799428152966E+011                  5.1274469313735175E+011                  4.1252415988846576E+011                  8.0608276392622662E+008                  8.0608276392622662E+008                  8.0608276392622662E+008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.0864884968093338E+003                  1.2599568912263596E+004                  2.7051099102494674E+005                  6.1432881800128489E+004                  2.9538887106227095E+005                  2.6459406609003713E+003                  1.8398254289108378E+000                  1.1223056244755383E+011                  4.7890914424076515E+010                  2.9230095456096702E+006                  4.9716262576904009E+034                  2.1460226112206650E+011                  3.5522132754841827E+004                  5.4303131313474382E-012                  4.3409319114582706E-004                  1.0103085903919091E+000 
                                       2                  2.1740658913657619E+001                  4.0000000000000000E+001                 -9.8999999999999986E+001                  1.0740312677277188E+000                                     2406                  5.8113880317205968E-001                  7.8131774610813063E-008                  9.9999999803388839E-001                  9.9999998105530108E-001                  1.0000000000000000E+000                  7.8131774610813063E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9443972644047287E+000                  1.1588027824654014E-002                  8.5379837765862092E+000                  8.3976237173215935E+000                  8.6153179053378004E+000                  1.1588027824654014E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9999999982400610E+001                  8.5732167939948436E+000                  3.9999999827044505E+001                  8.5117557052402955E+000                  5.1091823969533561E+000                  5.5304032507866472E+000                 -2.5906143622799409E+001                  5.3677430907399613E+000                  4.6359295371355511E+000                  9.3527130755150534E-001                  4.1694067296380766E+000                  7.5945219528616557E+000                  4.5165864967217056E-001                  1.6321757669720707E+001                  8.4957268331782909E-001                  2.6075348213335115E+001                  2.7997020236474923E-001                  3.4416106108120063E-003                  1.0081585468366052E-003                  6.9914493643997055E-001                  2.8031868451732195E-001                  1.8150069302236358E-004                  4.8694624988321602E-003                  3.4153068776437143E+000                  5.5270585349787664E+000                                        1                  5.8153708469470389E-001                                        8                  9.9999998105530108E-001                                        1                  9.9999999805160422E-001                                        8                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  3.4190893116121007E-001                                        8                  9.7433936492515616E-001                                        1                  9.9105385487591391E-001                                        8                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        6                  5.4452547635658440E-002                                        5                  2.0617399062704295E-001                                        4                  3.5584522958033116E-001                                        3                  4.8615556320915815E-001                                        2                  5.9531080725264873E-001                                        1                  6.2209431899078516E-001                                        2                  7.0058910935340946E-001                                        1                  7.6963387055813448E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                        0                                        0                  1.0000000000000000E+000                  7.1139737687410469E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7915315819529693E+004                  4.9735076383278447E+001                  3.6206616225815097E+001                  5.7198626800065313E+002                  4.1640002987707743E+002                  5.5964159125237474E+009                  1.1107960547533147E-002                  9.8918999614765817E+003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9422659488284705E+011                  5.8445781547814832E+011                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3526387788807915E+027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8738118482876169E-003                  5.9842601957698962E+011                  5.9711438946798657E+011                  5.9556141532685876E+011                  5.9362401049679468E+011                  5.9084312945673145E+011                  5.8421211093734839E+011                  5.7558538039702405E+011                  5.6850465433301709E+011                  5.5604427371791064E+011                  5.1316258287332971E+011                  4.1299072793755774E+011                  8.0650356054027009E+008                  8.0650356054027009E+008                  8.0650356054027009E+008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.4064781759831894E+003                  1.1452951251818771E+004                  2.7102688393313281E+005                  5.7291209057298307E+004                  2.7931957598099200E+005                  1.6136453205227231E+003                  1.8915460076993440E+000                  1.1536357695228279E+011                  5.0003247846210312E+010                  3.2218158101541875E+006                  4.6429520857871203E+034                  2.0544695302042764E+011                  3.0013133357247905E+004                  5.0463531946710784E-012                  3.5879975251045844E-004                  1.1293589100625989E+000 
                                       3                  3.5970908384415331E+001                  4.0000000000000000E+001                 -9.8999999999999986E+001                  1.1532125137753437E+000                                     3469                  6.0685194066207693E-001                  7.8131779032373103E-008                  9.9999999804948747E-001                  9.9999998101406928E-001                  1.0000000000000000E+000                  7.8131779032373103E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0276951617972712E+000                  1.1593668686265246E-002                  8.5419270940922463E+000                  8.3977824484743859E+000                  8.6190792617321517E+000                  1.1593668686265246E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9999999982529566E+001                  8.5770949392794158E+000                  3.9999999828100336E+001                  8.5156968576092211E+000                  5.1082017169479350E+000                  5.5192205556503824E+000                 -2.5917050296484721E+001                  5.3679312504165395E+000                  4.6358817935623193E+000                  9.3546087453625548E-001                  4.1690275956685765E+000                  7.5943233152416232E+000                  4.5102459036475184E-001                  1.6320931780341724E+001                  8.4957169370245933E-001                  2.6076696471463041E+001                  2.7997020236474796E-001                  3.4416106108120037E-003                  1.0081585468366050E-003                  6.9914296454790426E-001                  2.8031987540381409E-001                  1.7650340644826429E-004                  4.8755016830164160E-003                  3.4039542518110308E+000                  5.5158771533560618E+000                                        1                  6.0729742507301876E-001                                        8                  9.9999998101406928E-001                                        1                  9.9999999805236028E-001                                        8                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  3.5144486410640086E-001                                        8                  9.7430851178001765E-001                                        1                  9.9105358939121646E-001                                        8                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        6                  5.3153819114656442E-002                                        5                  2.0374122652261456E-001                                        4                  3.5429817427199628E-001                                        3                  4.8478551411050147E-001                                        2                  5.9296802072005605E-001                                        1                  6.2185274264177248E-001                                        2                  7.0012743684111334E-001                                        1                  7.6963387055813681E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                        0                                        0                  1.0000000000000000E+000                  7.1082101827801896E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7058565420358260E+004                  4.8760769965048524E+001                  3.9034820170409738E+001                  5.5167813312960811E+002                  4.4163898014936086E+002                  5.5296619027175035E+009                  1.1263546338326375E-002                  1.0037100251529264E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9450104189463220E+011                  5.8446886284892029E+011                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3638073559541121E+027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9161390454508558E-003                  5.9867070662883423E+011                  5.9735978689198291E+011                  5.9582085628549207E+011                  5.9390848610982483E+011                  5.9106573183260400E+011                  5.8459123736415698E+011                  5.7582931179483691E+011                  5.6868371911545166E+011                  5.5626466176264087E+011                  5.1335492560683795E+011                  4.1312672558108856E+011                  8.0689615322668862E+008                  8.0689615322668862E+008                  8.0689615322668862E+008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.3388310518985909E+003                  1.1541237208133209E+004                  2.9916185772393888E+005                  6.8919239852442508E+004                  3.3292691548594396E+005                  8.0511139763014921E+002                  1.8569790012656040E+000                  1.1379114755855986E+011                  4.8757205652952103E+010                  2.6417272808507821E+006                  4.8376909776692926E+034                  2.1097789628618787E+011                  4.1207255610668668E+004                  5.2717639941734089E-012                  5.0136901956085716E-004                  1.0503485585890249E+000 
                                       4                  5.3047207749324585E+001                  4.0000000000000000E+001                 -9.8999999999999986E+001                  1.2323937598229686E+000                                     3674                  6.1703959039471712E-001                  7.8131770332951539E-008                  9.9999999804948547E-001                  9.9999998098426146E-001                  1.0000000000000000E+000                  7.8131770332951539E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0622150640739880E+000                  1.1599721406405472E-002                  8.5454082279982106E+000                  8.4012830786003576E+000                  8.6225944055361321E+000                  1.1599721406405472E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9999999982506957E+001                  8.5805692520000711E+000                  3.9999999827933365E+001                  8.5191323147833167E+000                  5.1081289772496001E+000                  5.5065357347335580E+000                 -2.5928898653067709E+001                  5.3679999623009866E+000                  4.6358104298055363E+000                  9.3563795799204719E-001                  4.1686734287569926E+000                  7.5941095242556731E+000                  4.5034456997793243E-001                  1.6320044560317505E+001                  8.4957054021048284E-001                  2.6078120795674543E+001                  2.7997020236474846E-001                  3.4416106108120081E-003                  1.0081585468366039E-003                  6.9914066618907833E-001                  2.8032129286263779E-001                  1.7084986809581712E-004                  4.8823458448238695E-003                  3.3907146821037331E+000                  5.5031966168783510E+000                                        1                  6.1715024615985070E-001                                        8                  9.9999998098426146E-001                                        1                  9.9999999805047479E-001                                        8                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        1                  3.5518028315115058E-001                                        8                  9.7429304512168302E-001                                        1                  9.9105007081257157E-001                                        8                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                        6                  5.1855090593640185E-002                                        5                  2.0211938378631372E-001                                        4                  3.5196797009161268E-001                                        3                  4.8272590686807210E-001                                        2                  5.9121093082059772E-001                                        1                  6.2161866885710226E-001                                        2                  7.0012743684110601E-001                                        1                  7.6925717244579817E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                        0                                        0                  1.0000000000000000E+000                  7.1031939996416488E-010                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6691892875103040E+004                  4.8561467906596839E+001                  5.3205568212097567E+001                  5.4934849588231282E+002                  6.0188458318635503E+002                  5.5065930063073959E+009                  1.1218993516202343E-002                  1.0015580455235908E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9474332185221948E+011                  5.8471249970442773E+011                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3588435439215299E+027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9430042853045908E-003                  5.9891511055602332E+011                  5.9760353766392419E+011                  5.9606377493584888E+011                  5.9413735242602490E+011                  5.9130782174096265E+011                  5.8477357523196216E+011                  5.7606290400908240E+011                  5.6890858385269873E+011                  5.5647839595064673E+011                  5.1343301972645142E+011                  4.1327117968177539E+011                  8.0731741044300807E+008                  8.0731741044300807E+008                  8.0731741044300807E+008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.3078739949698811E+003                  1.1521959933573864E+004                  2.9716659586004284E+005                  6.8540261189134253E+004                  3.2965228402552195E+005                  2.3479315930221946E+002                  1.8408177955604104E+000                  1.1315039739808406E+011                  4.8260810542856834E+010                  2.6413765091638584E+006                  4.9185997034466253E+034                  2.1337869553848331E+011                  4.0498457022126218E+004                  5.3685044212989033E-012                  4.9644230699688173E-004                  1.0181530478207350E+000 
